sample_key,row,col,u,v,n_supporting_detections,median_area_frac
CG CL 1,0,2,2.312606041568548,0.6074402952535276,1,0.00043707307849941894
CG CL 1,0,1,1.9470969510330214,0.6131351684558939,1,0.0007364019140778089
CG CL 1,0,2,2.8125621199992064,0.6120791120871665,1,0.0007390508418262902
CG CL 1,0,1,1.0694232188219848,0.6152614711366422,1,0.0008052740355383234
CG CL 1,0,2,2.6882952593274845,0.613985961873119,1,0.000672827648114257
CG CL 1,0,0,0.9305323857359888,0.6163320473814962,1,0.0007787847580535101
CG CL 1,0,3,3.817990349365257,0.6174116584488041,1,0.000786731541298954
CG CL 1,0,3,3.666698424039218,0.6176334837162187,1,0.0007019658533475516
CG CL 1,0,1,1.1367292799706559,0.625971997035232,1,0.000988050050183535
CG CL 1,0,0,0.6312089285415821,0.6251715253151892,1,0.0004582645004872696
CG CL 1,0,1,1.1690150763832414,0.6325854575493214,1,0.0010913582323743066
CG CL 1,0,0,0.3788891584256405,0.632824164357272,1,0.001062220027141012
CG CL 1,0,1,1.2480765276901566,0.6305404532688219,1,0.0009589118449502403
CG CL 1,0,2,2.4216117350546362,0.6332118170247506,1,0.0007416997695747715
CG CL 1,0,0,0.12821069337935306,0.6398501287701696,1,0.0006940190701021076
CG CL 1,0,2,2.4982919436555453,0.6426061725450443,1,0.0007761358303050288
CG CL 1,0,3,3.851619482873517,0.6429190469123622,1,0.0007575933360656595
CG CL 1,0,3,3.2244860652906158,0.6444195814494632,1,0.0008026251077898421
CG CL 1,0,0,0.8587362513824767,0.6538162550915739,1,0.0014383677674253605
CG CL 1,0,2,2.4568679438792227,0.6497432382556404,1,0.0007920293967959167
CG CL 1,0,3,3.119146487893875,0.6494725124153974,1,0.0005907108879113359
CG CL 1,0,1,1.2007860907039145,0.6549330850934403,1,0.0008238165297776926
CG CL 1,0,2,2.390057714721534,0.6559570336989872,1,0.0007337529863293275
CG CL 1,0,3,3.7830801662285745,0.651118595563509,1,0.00040793487326612433
CG CL 1,0,2,2.949506386468529,0.6591107179194683,1,0.0008211676020292113
CG CL 1,0,1,1.12614664223384,0.656517790231664,1,0.0005085941277084148
CG CL 1,0,2,2.630112472104253,0.662098939653663,1,0.0007946783245443981
CG CL 1,0,0,0.8964900065791512,0.665784803971822,1,0.0009933479056804975
CG CL 1,0,3,3.7182232618036304,0.6594523752059538,1,0.000421179512008531
CG CL 1,0,2,2.5722566426867752,0.6671741214967106,1,0.0009244757842199831
CG CL 1,0,1,1.7759066087559514,0.6689928345083758,1,0.0008794440124958006
CG CL 1,0,2,2.365370356480549,0.6753373581689495,1,0.0010887093046258254
CG CL 1,0,3,3.102807632614976,0.6751028619030333,1,0.0007708379748080661
CG CL 1,0,1,1.111897659992236,0.6762746262862526,1,0.0005801151769174106
CG CL 1,0,2,2.696312123992174,0.6752052223990441,1,0.0006410405151324811
CG CL 1,0,3,3.457125750852536,0.6781390594261074,1,0.0007575933360656595
CG CL 1,0,0,0.39238232790025906,0.6858121574233602,1,0.0010224861109137922
CG CL 1,0,2,2.911066940930048,0.6866931226465992,1,0.0008953375789866885
CG CL 1,0,3,3.8082572466129094,0.6892387472728515,1,0.000980103266938091
CG CL 1,0,2,2.5248908873928997,0.6912789865377955,1,0.0007575933360656595
CG CL 1,0,0,0.7381217069202787,0.6967178453918373,1,0.0008688483015018752
CG CL 1,0,0,0.6103688701978132,0.6985403913888275,1,0.0009456672062078338
CG CL 1,0,1,1.8924363436514398,0.7034339909800533,1,0.0006754765758627384
CG CL 1,0,3,3.2418901093821346,0.7035258016444399,1,0.0005854130324143733
CG CL 1,0,0,0.7919198299131079,0.7108691818970057,1,0.0010330818219077176
CG CL 1,0,3,3.1312680781187234,0.7118794785881686,1,0.0007575933360656595
CG CL 1,0,3,3.3172259568892093,0.7113889935960545,1,0.0007390508418262902
CG CL 1,0,0,0.4144739339497472,0.7129315435312129,1,0.0005006473444629707
CG CL 1,0,2,2.5489542301750365,0.7202729711996033,1,0.001361548862719402
